scenario_type,difficulty,seed,total_reward,root_cause_accuracy,process_quality,damage_audit,boss_score,primary_reward,buddy_reward,step_count,policy
connection_pool_exhaustion,easy,105001,0.29550000000000004,0.0,0.525,1.0,0.2505,0.2755,0.2755,0,naive (random diagnose)
connection_pool_exhaustion,easy,105002,0.2682,0.0,0.695,1.0,0.2232,0.2482,0.2482,0,naive (random diagnose)
connection_pool_exhaustion,easy,105003,0.369,0.3,0.525,1.0,0.324,0.349,0.349,0,naive (random diagnose)
connection_pool_exhaustion,easy,105004,0.3796,0.0,0.825,1.0,0.3096,0.3596,0.3596,0,naive (random diagnose)
connection_pool_exhaustion,easy,105005,0.4297,0.0,0.875,1.0,0.3597,0.4097,0.4097,0,naive (random diagnose)
connection_pool_exhaustion,easy,105006,0.35810000000000003,0.0,0.725,1.0,0.3131,0.3381,0.3381,0,naive (random diagnose)
connection_pool_exhaustion,easy,105007,0.369,0.3,0.525,1.0,0.324,0.349,0.349,0,naive (random diagnose)
connection_pool_exhaustion,easy,105008,0.36510000000000004,0.3,0.625,1.0,0.3201,0.3451,0.3451,0,naive (random diagnose)
connection_pool_exhaustion,easy,105009,0.4631,0.3,0.825,1.0,0.4181,0.4431,0.4431,0,naive (random diagnose)
connection_pool_exhaustion,easy,105010,0.3966,0.3,0.725,1.0,0.3516,0.3766,0.3766,0,naive (random diagnose)
connection_pool_exhaustion,easy,105011,0.35810000000000003,0.0,0.725,1.0,0.3131,0.3381,0.3381,0,naive (random diagnose)
connection_pool_exhaustion,easy,105012,0.29550000000000004,0.0,0.525,1.0,0.2505,0.2755,0.2755,0,naive (random diagnose)
connection_pool_exhaustion,easy,105013,0.34590000000000004,0.0,0.775,1.0,0.3009,0.3259,0.3259,0,naive (random diagnose)
connection_pool_exhaustion,easy,105014,0.29550000000000004,0.0,0.525,1.0,0.2505,0.2755,0.2755,0,naive (random diagnose)
connection_pool_exhaustion,easy,105015,0.3119,0.0,0.825,1.0,0.2669,0.2919,0.2919,0,naive (random diagnose)
